year,region_name,local_authority_id,local_authority_name,local_authority_code,road_name,road_category,road_type,link_length_km,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,LGVs,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs,all_motor_vehicles
2022,London,134,Croydon,E09000008,A213,PA,Major,0.4,183,246,6981,34,1715,161,55,39,3,2,7,268,9245
2023,London,134,Croydon,E09000008,A213,PA,Major,0.4,188,250,6966,35,1746,160,53,39,3,2,7,263,9260
2016,London,96,Islington,E09000019,A503,PA,Major,0.6,1262,857,11367,1255,3264,395,72,116,11,12,57,663,17407
2017,London,96,Islington,E09000019,A503,PA,Major,0.6,1233,888,11364,1205,3237,388,76,99,10,12,56,642,17336
2018,London,96,Islington,E09000019,A503,PA,Major,0.6,1218,895,11354,1159,3303,390,75,80,10,12,54,621,17333
2019,London,96,Islington,E09000019,A503,PA,Major,0.6,1141,945,11384,1152,3302,383,76,84,10,12,54,619,17401
2020,London,96,Islington,E09000019,A503,PA,Major,0.6,1412,720,8629,960,2878,339,63,69,9,11,47,538,13726
2021,London,96,Islington,E09000019,A503,PA,Major,0.6,877,1221,10997,949,3131,488,40,56,20,16,44,664,16962
2022,London,96,Islington,E09000019,A503,PA,Major,0.6,898,1408,11295,961,3400,520,42,57,22,17,43,701,17765
2023,London,96,Islington,E09000019,A503,PA,Major,0.6,921,1429,11272,969,3460,517,41,56,21,17,41,692,17821
2016,London,106,Bexley,E09000004,A220,PA,Major,0.9,23,240,24840,599,2832,276,47,320,0,23,62,728,29239
2017,London,106,Bexley,E09000004,A220,PA,Major,0.9,23,249,24833,575,2808,271,50,274,0,23,60,679,29143
2018,London,106,Bexley,E09000004,A220,PA,Major,0.9,47,210,23652,629,4144,259,33,67,77,41,35,512,29148
2019,London,106,Bexley,E09000004,A220,PA,Major,0.9,44,222,23714,626,4142,255,33,70,77,41,35,512,29215
2020,London,106,Bexley,E09000004,A220,PA,Major,0.9,54,169,17976,522,3611,225,28,58,66,37,30,444,22722
2021,London,106,Bexley,E09000004,A220,PA,Major,0.9,48,193,19394,526,3850,238,30,64,70,39,33,473,24435
2022,London,106,Bexley,E09000004,A220,PA,Major,0.9,42,349,23415,708,4096,649,52,106,77,75,144,1103,29670
2023,London,106,Bexley,E09000004,A220,PA,Major,0.9,43,354,23366,714,4168,645,50,104,74,73,136,1082,29683
2016,London,145,Camden,E09000007,A501,PA,Major,0.6,2416,3065,45606,3139,8090,1440,174,420,25,86,66,2212,62112
2017,London,145,Camden,E09000007,A501,PA,Major,0.6,2311,3043,42023,2829,7489,1328,174,326,23,80,61,1991,57374
2018,London,145,Camden,E09000007,A501,PA,Major,0.6,2167,2708,41186,2851,7981,1536,144,232,46,61,36,2055,56780
2019,London,145,Camden,E09000007,A501,PA,Major,0.6,1817,2584,37389,2568,7217,1335,131,218,43,55,33,1815,51573
2020,London,145,Camden,E09000007,A501,PA,Major,0.6,1392,2373,27392,1441,7481,1049,105,386,43,23,98,1705,40392
2021,London,145,Camden,E09000007,A501,PA,Major,0.6,1243,2708,29552,1453,7976,1106,113,426,46,24,106,1820,43509
2022,London,145,Camden,E09000007,A501,PA,Major,0.6,2756,2263,26940,1482,5161,1083,79,183,46,30,41,1463,37308
2023,London,145,Camden,E09000007,A501,PA,Major,0.6,2827,2064,24412,1335,4822,981,69,162,39,26,36,1313,33946
2016,London,106,Bexley,E09000004,A220,PA,Major,0.4,82,286,17566,202,3370,362,35,56,14,3,29,498,21922
2017,London,106,Bexley,E09000004,A220,PA,Major,0.4,80,297,17561,194,3341,355,37,48,13,3,28,484,21877
2018,London,106,Bexley,E09000004,A220,PA,Major,0.4,36,138,14272,132,2863,238,32,74,55,53,41,493,17898
2019,London,106,Bexley,E09000004,A220,PA,Major,0.4,34,146,14309,131,2861,234,32,78,55,53,41,493,17941
2020,London,106,Bexley,E09000004,A220,PA,Major,0.4,42,111,10847,110,2494,207,27,64,47,47,36,427,13989
2021,London,106,Bexley,E09000004,A220,PA,Major,0.4,37,126,11702,110,2659,218,29,71,50,49,38,456,15054
2022,London,106,Bexley,E09000004,A220,PA,Major,0.4,38,146,12020,112,2887,233,30,73,54,52,37,479,15644
2023,London,106,Bexley,E09000004,A220,PA,Major,0.4,39,148,11995,113,2938,231,30,71,51,51,35,470,15664
2016,London,106,Bexley,E09000004,A224,PA,Major,0.7,75,107,10725,524,1812,102,17,28,6,4,3,159,13328
2017,London,106,Bexley,E09000004,A224,PA,Major,0.7,73,111,10722,503,1797,100,19,24,5,4,3,154,13287
2018,London,106,Bexley,E09000004,A224,PA,Major,0.8,75,88,11309,151,1644,84,13,19,3,5,9,134,13327
2019,London,106,Bexley,E09000004,A224,PA,Major,0.8,70,93,11338,151,1644,83,13,20,3,5,9,133,13359
2020,London,106,Bexley,E09000004,A224,PA,Major,0.8,87,71,8595,125,1433,73,11,16,3,5,8,116,10340
2021,London,106,Bexley,E09000004,A224,PA,Major,0.8,78,81,9273,127,1528,77,12,18,3,5,8,123,11131
2022,London,106,Bexley,E09000004,A224,PA,Major,0.8,80,93,9525,128,1658,82,13,18,3,5,8,130,11534
2023,London,106,Bexley,E09000004,A224,PA,Major,0.8,82,94,9505,129,1688,82,12,18,3,5,8,128,11544
2016,London,176,Bromley,E09000006,A232,PA,Major,2,39,243,16371,100,3676,458,62,127,67,121,138,973,21363
2017,London,176,Bromley,E09000006,A232,PA,Major,2,39,236,16351,97,3890,472,64,132,68,121,142,999,21573
2018,London,176,Bromley,E09000006,A232,PA,Major,2,38,230,16273,92,4074,479,66,139,68,121,145,1018,21687
2019,London,176,Bromley,E09000006,A232,PA,Major,2,46,248,16309,91,4060,475,69,144,69,121,143,1021,21729
2020,London,176,Bromley,E09000006,A232,PA,Major,2,100,269,17337,85,3777,525,55,154,42,42,180,998,22466
2021,London,176,Bromley,E09000006,A232,PA,Major,2,75,278,18959,100,4325,572,58,168,45,44,190,1077,24740
2022,London,176,Bromley,E09000006,A232,PA,Major,2,40,255,17548,89,3682,628,47,104,47,71,112,1009,22582
2023,London,176,Bromley,E09000006,A232,PA,Major,2,38,237,17982,88,3754,629,44,97,47,71,105,994,23056
2016,London,146,Hammersmith and Fulham,E09000013,A304,PA,Major,1.4,651,681,10399,602,2102,357,31,6,5,4,4,409,14192
2017,London,146,Hammersmith and Fulham,E09000013,A304,PA,Major,1.4,636,705,10395,578,2085,351,33,5,5,4,4,403,14167
2018,London,146,Hammersmith and Fulham,E09000013,A304,PA,Major,1.4,628,711,10386,556,2127,353,33,4,5,4,4,403,14184
2019,London,146,Hammersmith and Fulham,E09000013,A304,PA,Major,1.4,589,750,10413,553,2127,347,33,4,5,4,4,398,14240
2020,London,146,Hammersmith and Fulham,E09000013,A304,PA,Major,1.4,728,571,7894,461,1854,307,27,4,4,4,4,350,11129
2021,London,146,Hammersmith and Fulham,E09000013,A304,PA,Major,1.4,651,652,8516,465,1976,323,30,4,4,4,4,369,11979
2022,London,146,Hammersmith and Fulham,E09000013,A304,PA,Major,1.4,666,752,8747,470,2146,345,31,4,5,4,4,393,12508
2023,London,146,Hammersmith and Fulham,E09000013,A304,PA,Major,1.4,683,763,8729,474,2184,343,30,4,5,4,4,390,12539
2016,London,111,Hounslow,E09000018,A315,PA,Major,0.7,122,177,13729,973,1266,175,39,26,2,1,3,245,16390
2017,London,111,Hounslow,E09000018,A315,PA,Major,0.7,235,251,8210,951,1048,129,56,31,2,12,13,243,10703
2018,London,111,Hounslow,E09000018,A315,PA,Major,0.7,232,252,8203,915,1069,129,55,25,2,12,13,236,10676
2019,London,111,Hounslow,E09000018,A315,PA,Major,0.7,217,266,8225,909,1069,127,55,26,2,12,13,235,10705
2020,London,111,Hounslow,E09000018,A315,PA,Major,0.7,269,203,6235,758,932,113,46,22,2,10,11,204,8331
2021,London,111,Hounslow,E09000018,A315,PA,Major,0.7,240,232,6726,764,994,119,50,24,2,11,12,217,8933
2022,London,111,Hounslow,E09000018,A315,PA,Major,0.7,246,267,6909,774,1079,126,53,25,2,12,12,229,9257
2023,London,111,Hounslow,E09000018,A315,PA,Major,0.7,252,271,6894,780,1098,126,51,24,2,11,11,225,9268
2016,London,109,Westminster,E09000033,A302,PA,Major,1.2,720,558,11014,1557,2969,546,44,152,11,2,14,770,16867
2017,London,109,Westminster,E09000033,A302,PA,Major,1.2,551,455,8677,1189,2354,425,37,104,7,2,11,586,13261
2018,London,109,Westminster,E09000033,A302,PA,Major,1.2,548,464,8781,1170,2469,433,37,86,7,2,10,576,13459
2019,London,109,Westminster,E09000033,A302,PA,Major,1.2,465,443,7972,1054,2238,386,34,82,6,1,9,519,12226
2020,London,109,Westminster,E09000033,A302,PA,Major,1.2,575,289,5155,737,1622,290,24,57,5,1,7,384,8187
2021,London,109,Westminster,E09000033,A302,PA,Major,1.2,513,329,5562,743,1730,305,26,62,5,1,8,408,8772
2022,London,109,Westminster,E09000033,A302,PA,Major,1.2,526,380,5713,752,1878,326,27,64,6,1,7,432,9154
2023,London,109,Westminster,E09000033,A302,PA,Major,1.2,539,385,5701,758,1911,324,26,62,6,1,7,427,9182
2016,London,167,Newham,E09000025,A1011,PA,Major,2.3,127,147,12347,700,2701,502,89,111,1,0,0,703,16598
2017,London,167,Newham,E09000025,A1011,PA,Major,2.3,124,152,12343,672,2679,494,95,95,1,0,0,684,16530
2018,London,167,Newham,E09000025,A1011,PA,Major,2.3,122,153,12333,646,2734,496,94,77,1,0,0,667,16533
2019,London,167,Newham,E09000025,A1011,PA,Major,2.3,217,255,11826,225,2429,132,25,223,1,0,0,381,15117
2020,London,167,Newham,E09000025,A1011,PA,Major,2.3,269,194,8964,187,2118,117,20,185,1,0,0,323,11787
2021,London,167,Newham,E09000025,A1011,PA,Major,2.3,240,222,9671,189,2258,124,22,203,1,0,0,350,12690
2022,London,167,Newham,E09000025,A1011,PA,Major,2.3,246,256,9934,191,2451,132,23,208,1,0,0,364,13196
2023,London,167,Newham,E09000025,A1011,PA,Major,2.3,252,259,9913,193,2495,131,23,204,1,0,0,358,13218
2016,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.7,529,333,5696,836,1047,153,51,13,2,1,3,223,8136
2017,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.7,516,345,5694,803,1038,151,54,11,1,1,3,221,8102
2018,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.7,510,348,5689,773,1060,151,54,9,1,1,3,219,8088
2019,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.7,969,287,6091,897,1183,54,11,1,0,0,0,66,8524
2020,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.7,1199,219,4617,748,1032,48,9,1,0,0,0,58,6673
2021,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.7,1071,249,4981,754,1100,50,10,1,0,0,0,61,7145
2022,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.7,1097,288,5116,763,1194,54,10,1,0,0,0,65,7426
2023,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.7,1125,292,5106,770,1215,54,10,1,0,0,0,64,7446
2016,London,103,Southwark,E09000028,A300,PA,Major,0.3,1497,246,1171,473,402,86,31,101,0,1,3,223,2515
2017,London,103,Southwark,E09000028,A300,PA,Major,0.3,1462,255,1171,454,398,85,33,86,0,1,3,209,2487
2018,London,103,Southwark,E09000028,A300,PA,Major,0.3,1444,257,1170,437,406,85,33,70,0,1,3,192,2462
2019,London,103,Southwark,E09000028,A300,PA,Major,0.3,1353,271,1173,434,406,84,33,73,0,1,3,194,2479
2020,London,103,Southwark,E09000028,A300,PA,Major,0.3,493,121,597,693,220,52,11,28,0,0,5,96,1727
2021,London,103,Southwark,E09000028,A300,PA,Major,0.3,440,138,644,698,235,55,12,31,0,0,5,103,1818
2022,London,103,Southwark,E09000028,A300,PA,Major,0.3,451,159,662,707,255,59,12,32,0,0,5,108,1891
2023,London,103,Southwark,E09000028,A300,PA,Major,0.3,462,162,660,713,259,58,12,31,0,0,5,106,1900
2016,London,111,Hounslow,E09000018,A315,PA,Major,2.7,169,170,13209,227,2365,184,29,14,14,31,17,289,16260
2017,London,111,Hounslow,E09000018,A315,PA,Major,2.7,165,177,13204,218,2345,180,30,12,13,31,17,284,16228
2018,London,111,Hounslow,E09000018,A315,PA,Major,2.8,163,178,13193,210,2393,181,30,10,12,30,16,280,16254
2019,London,111,Hounslow,E09000018,A315,PA,Major,2.8,152,188,13227,209,2392,178,30,10,13,30,16,278,16294
2020,London,111,Hounslow,E09000018,A315,PA,Major,2.8,188,143,10027,174,2085,158,25,9,11,27,14,243,12672
2021,London,111,Hounslow,E09000018,A315,PA,Major,2.8,168,163,10818,175,2223,166,27,9,11,28,15,257,13637
2022,London,111,Hounslow,E09000018,A315,PA,Major,2.8,172,188,11111,178,2414,177,29,10,12,30,15,272,14163
2023,London,111,Hounslow,E09000018,A315,PA,Major,2.8,177,191,11088,179,2456,176,28,9,12,29,14,268,14183
2016,London,175,Richmond upon Thames,E09000027,A308,PA,Major,1.6,394,674,30076,686,3486,744,126,135,7,70,182,1264,36185
2017,London,175,Richmond upon Thames,E09000027,A308,PA,Major,1.6,385,698,30066,658,3457,732,134,116,6,69,177,1235,36115
2018,London,175,Richmond upon Thames,E09000027,A308,PA,Major,1.6,543,558,27236,567,4664,324,59,78,24,44,39,567,33593
2019,London,175,Richmond upon Thames,E09000027,A308,PA,Major,1.6,509,589,27307,564,4662,318,59,82,24,44,38,566,33688
2020,London,175,Richmond upon Thames,E09000027,A308,PA,Major,1.6,630,423,19522,443,3834,266,47,64,19,37,32,464,24686
2021,London,175,Richmond upon Thames,E09000027,A308,PA,Major,1.6,562,506,22091,469,4288,294,53,74,22,41,36,519,27874
2022,London,175,Richmond upon Thames,E09000027,A308,PA,Major,1.6,576,624,24267,508,4976,335,60,81,25,46,37,584,30960
2023,London,175,Richmond upon Thames,E09000027,A308,PA,Major,1.6,591,647,24752,523,5177,341,59,81,24,46,36,587,31687
2016,London,93,Tower Hamlets,E09000030,A1203,PA,Major,0.5,786,3189,21285,899,8272,2591,223,1364,88,87,144,4497,38142
2017,London,93,Tower Hamlets,E09000030,A1203,PA,Major,0.5,767,3305,21278,863,8203,2548,237,1169,80,87,140,4260,37910
2018,London,93,Tower Hamlets,E09000030,A1203,PA,Major,0.5,758,3330,21259,830,8371,2559,234,945,79,84,135,4036,37827
2019,London,93,Tower Hamlets,E09000030,A1203,PA,Major,0.5,710,3514,21315,825,8367,2517,237,990,79,84,134,4041,38063
2020,London,93,Tower Hamlets,E09000030,A1203,PA,Major,0.5,676,2117,15693,366,9018,1826,120,682,67,30,120,2844,30037
2021,London,93,Tower Hamlets,E09000030,A1203,PA,Major,0.5,604,2416,16930,369,9614,1924,129,752,72,31,129,3037,32365
2022,London,93,Tower Hamlets,E09000030,A1203,PA,Major,0.5,618,2785,17390,373,10437,2052,137,768,77,33,126,3194,34179
2023,London,93,Tower Hamlets,E09000030,A1203,PA,Major,0.5,562,2360,16566,476,10412,2129,210,572,36,25,144,3117,32930
2016,London,175,Richmond upon Thames,E09000027,A308,PA,Major,2.4,1039,509,15451,596,2389,215,33,107,11,23,26,415,19360
2017,London,175,Richmond upon Thames,E09000027,A308,PA,Major,2.4,1043,494,15432,580,2529,221,34,111,11,23,27,427,19463
2018,London,175,Richmond upon Thames,E09000027,A308,PA,Major,2.4,1019,483,15359,551,2648,225,35,117,11,23,27,438,19479
2019,London,175,Richmond upon Thames,E09000027,A308,PA,Major,2.4,885,379,14475,375,2331,139,36,44,13,16,12,259,17819
2020,London,175,Richmond upon Thames,E09000027,A308,PA,Major,2.4,1132,282,10570,240,1995,125,31,38,11,15,11,231,13319
2021,London,175,Richmond upon Thames,E09000027,A308,PA,Major,2.4,846,292,11559,284,2284,137,33,42,12,15,11,250,14670
2022,London,175,Richmond upon Thames,E09000027,A308,PA,Major,2.4,827,323,12407,304,2545,140,34,43,13,16,11,258,15836
2023,London,175,Richmond upon Thames,E09000027,A308,PA,Major,2.4,920,512,15649,381,2225,335,13,41,15,5,16,424,19191
2016,London,175,Richmond upon Thames,E09000027,A313,PA,Major,0.8,541,162,9001,540,1200,176,27,11,1,2,0,217,11121
2017,London,175,Richmond upon Thames,E09000027,A313,PA,Major,0.8,825,83,8756,620,1100,62,7,3,0,4,5,81,10640
2018,London,175,Richmond upon Thames,E09000027,A313,PA,Major,0.8,815,84,8748,597,1123,62,7,2,0,4,5,81,10632
2019,London,175,Richmond upon Thames,E09000027,A313,PA,Major,0.8,764,88,8771,593,1122,61,7,3,0,4,5,80,10654
2020,London,175,Richmond upon Thames,E09000027,A313,PA,Major,0.8,945,67,6649,494,978,54,6,2,0,4,4,70,8259
2021,London,175,Richmond upon Thames,E09000027,A313,PA,Major,0.8,844,77,7173,498,1043,57,6,2,0,4,5,74,8865
2022,London,175,Richmond upon Thames,E09000027,A313,PA,Major,0.8,864,88,7368,505,1132,61,7,2,0,4,5,78,9171
2023,London,175,Richmond upon Thames,E09000027,A313,PA,Major,0.8,886,90,7353,509,1152,60,6,2,0,4,4,77,9181
2016,London,121,Enfield,E09000010,A1004,PA,Major,1.4,89,68,11700,494,1230,181,59,11,0,0,0,251,13744
2017,London,121,Enfield,E09000010,A1004,PA,Major,1.4,87,71,11696,475,1220,178,63,9,0,0,0,250,13712
2018,London,121,Enfield,E09000010,A1004,PA,Major,1.4,86,71,11686,457,1245,179,62,7,0,0,0,249,13708
2019,London,121,Enfield,E09000010,A1004,PA,Major,1.4,81,75,11717,454,1245,176,63,8,0,0,0,247,13737
2020,London,121,Enfield,E09000010,A1004,PA,Major,1.4,183,230,11707,582,1489,138,14,4,7,3,3,169,14177
2021,London,121,Enfield,E09000010,A1004,PA,Major,1.4,163,262,12630,587,1587,146,15,4,8,3,3,179,15246
2022,London,121,Enfield,E09000010,A1004,PA,Major,1.4,167,302,12972,594,1723,155,16,4,8,3,3,191,15783
2023,London,121,Enfield,E09000010,A1004,PA,Major,1.4,172,307,12945,599,1754,154,16,4,8,3,3,188,15794
2016,London,103,Southwark,E09000028,A2214,PA,Major,0.6,286,314,13784,515,2145,214,58,24,0,1,0,297,17055
2017,London,103,Southwark,E09000028,A2214,PA,Major,0.6,279,325,13780,494,2127,211,62,20,0,1,0,294,17020
2018,London,103,Southwark,E09000028,A2214,PA,Major,0.6,276,327,13768,475,2170,212,61,16,0,1,0,290,17031
2019,London,103,Southwark,E09000028,A2214,PA,Major,0.6,258,345,13804,473,2170,208,62,17,0,1,0,288,17079
2020,London,103,Southwark,E09000028,A2214,PA,Major,0.6,320,263,10464,394,1891,184,51,14,0,1,0,251,13263
2021,London,103,Southwark,E09000028,A2214,PA,Major,0.6,835,672,11980,449,2502,320,33,37,14,2,2,409,16012
2022,London,103,Southwark,E09000028,A2214,PA,Major,0.6,855,775,12305,455,2716,341,35,38,15,2,2,434,16685
2023,London,103,Southwark,E09000028,A2214,PA,Major,0.6,877,786,12280,458,2765,339,34,37,15,2,2,429,16718
2016,London,175,Richmond upon Thames,E09000027,A307,PA,Major,0.2,563,552,10031,999,1028,503,15,0,0,0,0,518,13129
2017,London,175,Richmond upon Thames,E09000027,A307,PA,Major,0.2,550,572,10028,959,1020,494,16,0,0,0,0,510,13090
2018,London,175,Richmond upon Thames,E09000027,A307,PA,Major,0.2,1122,501,9973,1529,1661,142,16,9,5,2,0,174,13838
2019,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.2,1052,529,9999,1520,1660,140,16,9,5,2,0,172,13880
2020,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.2,1301,403,7579,1267,1448,124,13,8,4,2,0,151,10848
2021,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.2,1162,460,8177,1278,1543,131,14,8,5,2,0,160,11617
2022,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.2,1190,530,8399,1294,1675,139,15,9,5,2,0,170,12068
2023,London,175,Richmond upon Thames,E09000027,A305,PA,Major,0.2,1220,538,8382,1304,1705,139,15,8,5,2,0,168,12096
2016,London,103,Southwark,E09000028,A3200,PA,Major,0.4,3471,1111,8408,960,2630,358,32,39,9,4,7,449,13558
2017,London,103,Southwark,E09000028,A3200,PA,Major,0.4,3391,1151,8406,922,2608,352,34,34,8,4,7,438,13525
2018,London,103,Southwark,E09000028,A3200,PA,Major,0.4,3349,1160,8398,887,2662,354,34,27,8,4,6,432,13539
2019,London,103,Southwark,E09000028,A3200,PA,Major,0.4,3138,1224,8420,882,2660,348,34,28,8,4,6,428,13614
2020,London,103,Southwark,E09000028,A3200,PA,Major,0.4,2934,410,4945,423,1109,260,23,26,1,0,2,312,7199
2021,London,103,Southwark,E09000028,A3200,PA,Major,0.4,2620,468,5335,426,1182,274,24,28,1,0,2,330,7742
2022,London,103,Southwark,E09000028,A3200,PA,Major,0.4,2683,539,5480,432,1284,293,26,29,1,0,2,351,8086
2023,London,103,Southwark,E09000028,A3200,PA,Major,0.4,2751,547,5469,435,1306,291,25,28,1,0,2,348,8105
2016,London,66,Hillingdon,E09000017,A4020,PA,Major,2.6,287,392,32725,1178,3626,299,60,310,12,29,51,760,38680
2017,London,66,Hillingdon,E09000017,A4020,PA,Major,2.6,234,337,27166,939,2986,244,53,220,9,24,41,591,32018
2018,London,66,Hillingdon,E09000017,A4020,PA,Major,2.6,213,334,31246,1368,3505,276,70,120,14,18,14,513,36965
2019,London,66,Hillingdon,E09000017,A4020,PA,Major,2.6,199,352,31327,1359,3504,271,71,126,15,18,13,515,37057
2020,London,66,Hillingdon,E09000017,A4020,PA,Major,2.6,247,268,23748,1133,3055,240,59,104,12,16,12,444,28647
2021,London,66,Hillingdon,E09000017,A4020,PA,Major,2.6,220,306,25620,1143,3257,253,64,115,13,17,13,475,30800
2022,London,66,Hillingdon,E09000017,A4020,PA,Major,2.6,159,714,27439,1103,3304,566,81,112,37,8,72,876,33435
2023,London,66,Hillingdon,E09000017,A4020,PA,Major,2.6,163,645,24264,988,2976,501,69,98,32,7,60,766,29640
2016,London,110,Kensington and Chelsea,E09000020,A3220,PA,Major,0.4,563,520,13391,198,3246,625,88,219,0,7,8,947,18304
2017,London,110,Kensington and Chelsea,E09000020,A3220,PA,Major,0.4,550,539,13387,190,3219,615,94,187,0,7,8,911,18247
2018,London,110,Kensington and Chelsea,E09000020,A3220,PA,Major,0.4,544,544,13375,183,3285,617,93,151,0,7,7,876,18263
2019,London,110,Kensington and Chelsea,E09000020,A3220,PA,Major,0.4,509,573,13410,182,3284,607,94,159,0,7,7,874,18323
2020,London,110,Kensington and Chelsea,E09000020,A3220,PA,Major,0.4,630,437,10166,152,2863,537,78,131,0,6,6,759,14376
2021,London,110,Kensington and Chelsea,E09000020,A3220,PA,Major,0.4,490,1185,15154,54,4091,683,38,79,19,3,32,854,21339
2022,London,110,Kensington and Chelsea,E09000020,A3220,PA,Major,0.4,501,1367,15565,55,4442,729,40,81,20,3,31,905,22333
2023,London,110,Kensington and Chelsea,E09000020,A3220,PA,Major,0.4,514,1387,15533,55,4520,724,39,79,20,3,29,895,22389
2016,London,147,Ealing,E09000009,A3002,PA,Major,1.4,214,130,14145,342,1774,377,81,83,7,1,8,557,16947
2017,London,147,Ealing,E09000009,A3002,PA,Major,1.4,209,135,14140,328,1759,371,86,71,7,1,8,543,16905
2018,London,147,Ealing,E09000009,A3002,PA,Major,1.4,206,136,14128,316,1795,372,85,57,6,1,8,529,16904
2019,London,147,Ealing,E09000009,A3002,PA,Major,1.4,193,144,14165,314,1794,366,86,60,6,1,8,527,16943
2020,London,147,Ealing,E09000009,A3002,PA,Major,1.4,568,273,9282,394,1960,366,70,54,1,15,18,523,12433
2021,London,147,Ealing,E09000009,A3002,PA,Major,1.4,508,312,10014,398,2090,385,76,59,1,16,19,556,13370
